scenario_id,scenario_class,fixed_130m_truth_T_ref_m2_s,fixed_130m_truth_S_ref,fixed_130m_support_definition,fixed_130m_support_target_spread,archive_note
mega_finite_no_flow_boundary_00025,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00026,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00027,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00028,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00029,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00030,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00031,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00032,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00033,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00034,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00035,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00036,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00037,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00038,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00039,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00040,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00041,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00042,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00043,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00044,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00045,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00046,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00047,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00048,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00049,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00050,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00051,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00052,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00053,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00054,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00055,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00056,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00057,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00058,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00059,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00060,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00061,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00062,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00063,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00064,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00065,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00066,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00067,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00068,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00069,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00070,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00071,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00072,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00073,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00074,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00075,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00076,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00077,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00078,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00079,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00080,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00081,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00082,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00083,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00084,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00085,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00086,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00087,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00088,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00089,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00090,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00091,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00092,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00093,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00094,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00095,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00096,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00097,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00098,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00099,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00100,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00101,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00102,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00103,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00104,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00105,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00106,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00107,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00108,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00109,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00110,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00111,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00112,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00113,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00114,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00115,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00116,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00117,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00118,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00119,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00120,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00121,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00122,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00123,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00124,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00125,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00126,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00127,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00128,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00129,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00130,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2702381544273196,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00131,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00132,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00133,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00134,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00135,finite no-flow boundary,5.000000000000013e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.212746053553363,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
mega_finite_no_flow_boundary_00136,finite no-flow boundary,5.000000000000022e-05,0.001,"pumping-support geometric mean within 130 m, with arithmetic and annular transmissivity targets retained as support sensitivity",1.2267552091825564,Historical fixed 130 m support reference retained for audit only; not the main reference definition.
